cat,subsect_ID,valley,area_kmsq,lithic_density,total_lithics,total_retouched,retouch_freq,flakes,blades,bladelets,flake_cores,blade_cores,chunks,core_rejuv,flake_tech,blade_tech,ret_flakes,geometrics,microburins,bldt_utilized,bldt_ret,bkd_pieces,bkd_pts,drills,proj_pts,total_backed,dent_sickl,MPaleo_types,UPaleo_types,Neol1_types,Neol2_types,Neol_types,settlmnt_wt,MPaleo_TI,MPaleo_SII,MPaleo_SII_ntile,UPaleo_TI,UPaleo_SII,UPaleo_SII_ntile,LUPaleo_TI,LUPaleo_SII,LUPaleo_SII_ntl,Neol1_TI,Neol1_SII,Neol1_SII_ntl,Neol2_TI,Neol2_SII,Neol2_SII_ntl,elev_min,elev_max,elev_range,elev_mean,elev_stddev,elev_variance,elev_cf_var,distcoast,distcoast_30ka,distcoast_18ka,distcoast_13ka,val_elev
398,XLVI-7-1,Serpis,0.007466,536.1930294906,1,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.1,0.075,50,0.7,0.525,90,0.5,0.375,50,0.3,0.225,50,0.3,0.225,50,429,431,2,430,1,1,0.2325581395,32675.545168,38357.428424,38531.770261,37909.59434,"""411m Serpis"""
403,XIV-6-3,Serpis,0.014246,702.7406886859,3,0,0,0,1,0,2,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.7,0.525,90,0.5,0.375,50,0.3,0.225,50,0.3,0.225,50,368,368,0,368,0,0,0,31145.287317,37381.392814,37706.792525,36885.228874,"""411m Serpis"""
409,XIV-4-3,Serpis,0.023798,2397.9806478755,6,2,0.33,0,0,1,5,0,49,0,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.3,0.3,75,0.1,0.1,50,0.5,0.5,75,0.3,0.3,50,0.9,0.9,90,350,359,9,357.2,3.6,12.96,1.0078387458,30601.304491,36936.810395,37251.022555,36422.31075,"""411m Serpis"""
413,XLVI-3-1,Serpis,0.094954,84.3614889803,2,1,0.5,0,0,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.075,50,0.1,0.025,10,0.1,0.025,10,0.1,0.025,10,0.1,0.025,10,412,425,13,418.6428571429,3.5578312587,12.6581632653,0.8498487907,33469.492707,38166.754662,38213.991524,37611.236851,"""411m Serpis"""
417,XIV-8-1,Serpis,0.059514,252.3977788995,2,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,25,0.7,0.35,50,0.5,0.25,50,0.3,0.15,25,0.3,0.15,25,367,386,19,374.6363636364,5.7567782542,33.1404958678,1.5366309341,31796.009811,37509.58521,37847.435363,37034.245994,"""411m Serpis"""
417,XIV-8-1,Serpis,0.059514,252.3977788995,2,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,25,0.7,0.35,50,0.5,0.25,50,0.3,0.15,25,0.3,0.15,25,367,386,19,374.6363636364,5.7567782542,33.1404958678,1.5366309341,31796.009811,37509.58521,37847.435363,37034.245994,"""411m Serpis"""
364,XLVI-8-7,Serpis,0.018242,1317.2338090011,30,14,0.47,0,13,9,5,3,41,0,5,25,2,0,1,0,1,3,0,1,0,3,0,3,4,0,0,2,0.9,0.5,0.45,90,0.5,0.45,75,0.7,0.63,90,0.9,0.81,90,0.5,0.45,75,,,,,,,,32538.757445,38913.071155,39088.805522,38465.146606,"""411m Serpis"""
417,XIV-8-1,Serpis,0.059514,252.3977788995,2,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,25,0.7,0.35,50,0.5,0.25,50,0.3,0.15,25,0.3,0.15,25,367,386,19,374.6363636364,5.7567782542,33.1404958678,1.5366309341,31796.009811,37509.58521,37847.435363,37034.245994,"""411m Serpis"""
417,XIV-8-1,Serpis,0.059514,252.3977788995,2,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,25,0.7,0.35,50,0.5,0.25,50,0.3,0.15,25,0.3,0.15,25,367,386,19,374.6363636364,5.7567782542,33.1404958678,1.5366309341,31796.009811,37509.58521,37847.435363,37034.245994,"""411m Serpis"""
403,XIV-6-3,Serpis,0.014246,702.7406886859,3,0,0,0,1,0,2,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.225,50,0.7,0.525,90,0.5,0.375,50,0.3,0.225,50,0.3,0.225,50,368,368,0,368,0,0,0,31145.287317,37381.392814,37706.792525,36885.228874,"""411m Serpis"""
417,XIV-8-1,Serpis,0.059514,252.3977788995,2,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,25,0.7,0.35,50,0.5,0.25,50,0.3,0.15,25,0.3,0.15,25,367,386,19,374.6363636364,5.7567782542,33.1404958678,1.5366309341,31796.009811,37509.58521,37847.435363,37034.245994,"""411m Serpis"""
417,XIV-8-1,Serpis,0.059514,252.3977788995,2,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,25,0.7,0.35,50,0.5,0.25,50,0.3,0.15,25,0.3,0.15,25,367,386,19,374.6363636364,5.7567782542,33.1404958678,1.5366309341,31796.009811,37509.58521,37847.435363,37034.245994,"""411m Serpis"""
417,XIV-8-1,Serpis,0.059514,252.3977788995,2,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,25,0.7,0.35,50,0.5,0.25,50,0.3,0.15,25,0.3,0.15,25,367,386,19,374.6363636364,5.7567782542,33.1404958678,1.5366309341,31796.009811,37509.58521,37847.435363,37034.245994,"""411m Serpis"""
417,XIV-8-1,Serpis,0.059514,252.3977788995,2,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,25,0.7,0.35,50,0.5,0.25,50,0.3,0.15,25,0.3,0.15,25,367,386,19,374.6363636364,5.7567782542,33.1404958678,1.5366309341,31796.009811,37509.58521,37847.435363,37034.245994,"""411m Serpis"""
417,XIV-8-1,Serpis,0.059514,252.3977788995,2,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,25,0.7,0.35,50,0.5,0.25,50,0.3,0.15,25,0.3,0.15,25,367,386,19,374.6363636364,5.7567782542,33.1404958678,1.5366309341,31796.009811,37509.58521,37847.435363,37034.245994,"""411m Serpis"""
417,XIV-8-1,Serpis,0.059514,252.3977788995,2,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,25,0.7,0.35,50,0.5,0.25,50,0.3,0.15,25,0.3,0.15,25,367,386,19,374.6363636364,5.7567782542,33.1404958678,1.5366309341,31796.009811,37509.58521,37847.435363,37034.245994,"""411m Serpis"""
417,XIV-8-1,Serpis,0.059514,252.3977788995,2,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.1,0.05,25,0.7,0.35,50,0.5,0.25,50,0.3,0.15,25,0.3,0.15,25,367,386,19,374.6363636364,5.7567782542,33.1404958678,1.5366309341,31796.009811,37509.58521,37847.435363,37034.245994,"""411m Serpis"""
841,NB-10-1,Polop,0.009324,1823.25182325182,17,0,0,13,0,0,4,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.27,75,0.1,0.09,50,0.1,0.09,50,0.1,0.09,50,0,0,0,799,805,6,801.521276595745,2.22523593491178,4.95167496602269,0.277626558381943,31892.334566,34485.63809,34485.63809,33978.493351,"""809m Polop"""
817,NA-3-4,Polop,0.022801,43.8577255383536,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0,0,0,0.1,0.03,0,0.1,0.03,0,0.1,0.03,0,0,0,0,900,926,26,913.04845814978,7.97089058647709,63.5350967415892,0.872997540856645,32979.75074,36049.703841,36049.703841,35512.649504,"""809m Polop"""
818,NA-3-5,Polop,0.030143,66.3503964436187,2,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.1,0.05,0,0.1,0.05,0,0.7,0.35,75,0.5,0.25,0,903,945,42,915.635761589404,11.1566114652636,124.469979386851,1.21845519072971,33124.030259,36220.697935,36220.697935,35682.106592,"""809m Polop"""
819,NA-3-6,Polop,0.0052,769.230769230769,4,1,0.25,3,0,0,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.27,75,0.1,0.09,50,0.1,0.09,50,0.7,0.63,90,0.5,0.45,50,923,938,15,925.326530612245,4.96266779432936,24.6280716368738,0.536315303857742,33171.00457,36288.444623,36288.444623,35748.572935,"""809m Polop"""
820,NA-3-7,Polop,0.019852,50.3727584122507,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.1,0.05,0,0.1,0.05,0,0.1,0.05,0,0,0,0,897,953,56,924.56783919598,12.6341712140357,159.622282265568,1.36649477500998,32859.513963,35878.134015,35878.134015,35344.250139,"""809m Polop"""
821,NA-3-8,Polop,0.049841,40.1276057864007,2,0,0,2,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.08,0,0.1,0.03,0,0.1,0.03,0,0.1,0.03,0,0,0,0,880,923,43,893.917670682731,9.82227863718625,96.4771576265255,1.09879007422288,32755.044097,35795.997867,35795.997867,35260.519421,"""809m Polop"""
822,NA-3-9,Polop,0.042691,23.4241409196318,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,0,0.1,0.01,0,0.1,0.01,0,0.1,0.01,0,0,0,0,858,889,31,873.353629976581,7.31198398343737,53.4651097740446,0.837230616838844,32635.566156,35693.51205,35693.51205,35156.768102,"""809m Polop"""
829,NA-5-(4-7),Polop,0.023809,42.0009240203284,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,0,0.1,0.01,0,0.1,0.01,0,0.7,0.07,0,0.5,0.05,0,799,809,10,804.909836065574,2.07445074051106,4.3033458748069,0.257724610578875,32380.318109,34882.661185,34882.661185,34382.447635,"""809m Polop"""
836,NA-5-1,Polop,0.010547,3982.17502607376,42,3,0.07,31,2,1,7,1,27,0,38,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0.7,0.7,90,0.9,0.9,90,0.5,0.5,90,0.3,0.3,75,0,0,0,791,802,11,794.866666666667,3.30963000857287,10.9536507936461,0.416375493823644,32209.359279,34705.192785,34705.192785,34205.151648,"""809m Polop"""
840,NA-5-52,Polop,0.012544,79.719387755102,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.3,0.15,50,0.7,0.35,75,0.1,0.05,0,0.1,0.05,0,0,0,0,841,876,35,863.468253968254,12.3131665933053,151.61407155449,1.42601265729429,32864.077119,35362.892134,35362.892134,34863.670638,"""809m Polop"""
842,NB-10-10,Polop,0.039298,25.4465876126011,1,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.08,0,0.1,0.03,0,0.1,0.03,0,0.1,0.03,0,0,0,0,809,824,15,817.977272727273,4.164179698566,17.3403925619493,0.509082567133184,32341.363675,34922.690594,34922.690594,34417.059028,"""809m Polop"""
846,NB-10-2,Polop,0.022035,90.764692534604,2,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.1,0.05,0,0.1,0.05,0,0.1,0.05,0,0,0,0,789,803,14,795.284403669725,4.03787514090775,16.3044356535608,0.507727188195262,31858.103903,34403.668462,34403.668462,33899.691413,"""809m Polop"""
847,NB-10-3,Polop,0.025978,115.482331203326,3,0,0,2,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.1,0.05,0,0.1,0.05,0,0.7,0.35,75,0.5,0.25,0,795,808,13,803.337164750958,2.75175283874546,7.57214368554367,0.342540213435603,32007.797201,34572.878771,34572.878771,34067.8214,"""809m Polop"""
848,NB-10-4,Polop,0.01435,139.372822299652,2,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.1,0.05,0,0.1,0.05,0,0.1,0.05,0,0,0,0,776,798,22,792.345323741007,6.55767136048531,43.0030536721293,0.827627950086673,31806.038848,34298.888089,34298.888089,33798.400238,"""809m Polop"""
849,NB-10-5,Polop,0.009246,1946.78780012979,18,2,0.11,11,2,0,5,0,10,0,16,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.9,0.7,0.63,90,0.7,0.63,90,0.5,0.45,90,0.3,0.27,75,0,0,0,794,798,4,794.89247311828,0.932822812642207,0.870158399785719,0.117352075178526,31921.289527,34432.214926,34432.214926,33930.686532,"""809m Polop"""
850,NB-10-6,Polop,0.01046,2103.25047801147,22,1,0.05,15,0,0,6,1,20,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0.3,75,0.3,0.3,50,0.3,0.3,75,0.7,0.7,90,0.5,0.5,50,794,805,11,798.518867924528,3.93635961521386,15.4949270202866,0.492957621082274,32014.42526,34539.593351,34539.593351,34037.248352,"""809m Polop"""
851,NB-10-7,Polop,0.012312,1543.20987654321,19,2,0.11,17,0,1,1,0,10,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9,0.3,0.27,75,0.3,0.27,50,0.3,0.27,75,0.7,0.63,90,0.5,0.45,50,802,809,7,803.943089430894,1.49416650508159,2.23253354490772,0.185854760706917,32114.063901,34645.888802,34645.888802,34143.25126,"""809m Polop"""
852,NB-10-8,Polop,0.023051,43.382065853976,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.1,0.05,0,0.1,0.05,0,0.7,0.35,75,0.5,0.25,0,802,822,20,809.965367965368,5.40951660375006,29.2628698862476,0.667870111204725,32347.479353,34885.200286,34885.200286,34382.530986,"""809m Polop"""
853,NB-10-9,Polop,0.017145,58.3260425780111,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.08,0,0.1,0.03,0,0.1,0.03,0,0.7,0.18,50,0.5,0.13,0,802,811,9,808.041176470588,1.63906674433988,2.68653979240095,0.20284445793952,32183.650144,34729.537216,34729.537216,34226.056786,"""809m Polop"""
854,NB-11-1,Polop,0.014646,21848.9690017752,320,40,0.13,246,16,22,31,5,485,0,277,43,17,1,0,4,0,5,0,0,0,5,0,9,4,2,1,2,1,0.5,0.5,75,0.5,0.5,75,0.7,0.7,90,0.9,0.9,90,0.9,0.9,90,748,754,6,749.63698630137,1.2974164897192,1.6832895477953,0.173072635612674,31367.896289,33616.191421,33616.191421,33131.737806,"""809m Polop"""
855,NB-11-2,Polop,0.014793,1013.99310484689,15,2,0.13,9,2,0,3,1,27,0,12,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.27,75,0.7,0.63,90,0.5,0.45,90,0.3,0.27,75,0,0,0,749,755,6,751.872483221477,2.36100476450624,5.57434349802116,0.314016647396147,31432.819301,33686.677366,33686.677366,33201.952188,"""809m Polop"""
856,NB-11-3,Polop,0.018495,594.755339280887,11,11,1,9,1,0,1,0,0,0,10,1,7,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,,,,,,,,,,,,,,,,,739,761,22,750.221621621622,6.76633699199581,45.7833162892509,0.901911754738582,31313.451486,33544.34569,33544.34569,33064.591796,"""809m Polop"""
860,NB-2-(2-3),Polop,0.011364,175.994368180218,2,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.1,0.05,0,0.1,0.05,0,0.1,0.05,0,0,0,0,778,787,9,781.165217391304,2.38812436784069,5.70313799627449,0.305713095600418,31758.194745,34170.411133,34170.411133,33675.341432,"""809m Polop"""
861,NB-2-1,Polop,0.012129,247.341083353945,3,1,0.33,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0.1,0.05,0,0.1,0.05,0,0.1,0.05,0,0,0,0,772,781,9,776.183333333333,3.84920626738883,14.8163888889054,0.495914573540035,31693.075712,34118.070986,34118.070986,33622.019527,"""809m Polop"""
865,NB-2-13,Polop,0.02794,35.7909806728704,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,0,0.1,0.01,0,0.1,0.01,0,0.1,0.01,0,0,0,0,776,799,23,788.003623188406,3.58185664389803,12.8296970174364,0.454548245527753,31929.488905,34308.289189,34308.289189,33815.793713,"""809m Polop"""
867,NB-2-15,Polop,0.027803,35.9673416537784,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.08,0,0.1,0.03,0,0.1,0.03,0,0.1,0.03,0,0,0,0,798,814,16,806.741935483871,4.18026570249585,17.4746213434631,0.518166407202892,32237.714791,34602.186886,34602.186886,34111.183162,"""809m Polop"""
870,NB-2-18,Polop,0.005909,169.23337282112,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0.3,75,0.1,0.1,50,0.1,0.1,50,0.7,0.7,90,0.5,0.5,50,804,835,31,810.067796610169,6.67366289986218,44.5377765009969,0.823840044967713,32336.10976,34673.68548,34673.68548,34184.696575,"""809m Polop"""
873,NB-2-5,Polop,0.008181,122.234445666789,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.08,0,0.1,0.03,0,0.1,0.03,0,0.1,0.03,0,0,0,0,783,790,7,786.913580246914,1.61166680735125,2.59746989791776,0.204808615305069,31875.457646,34285.731852,34285.731852,33790.989238,"""809m Polop"""
877,NB-2-9,Polop,0.022887,43.6929261152619,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,799,822,23,808.290748898678,3.6923605934295,13.6335267519111,0.456810943148918,32213.708866,34620.060104,34620.060104,34126.13949,"""809m Polop"""
878,NB-4-1,Polop,0.04039,49.5172072295123,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0.03,0,0.1,0.01,0,0.1,0.01,0,0.1,0.01,0,0,0,0,814,845,31,830.565756823821,5.42830726032659,29.4665197125144,0.65356742867477,31996.976102,34955.367362,34955.367362,34424.187874,"""809m Polop"""
879,NB-4-2,Polop,0.037448,53.4073915829951,2,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.1,0.05,0,0.1,0.05,0,0.1,0.05,0,0,0,0,829,851,22,839.337801608579,5.50686556558607,30.3255683574376,0.656096455447645,32082.372511,35033.915003,35033.915003,34503.306255,"""809m Polop"""
883,NB-4-6,Polop,0.029883,66.92768463675,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.08,0,0.1,0.03,0,0.1,0.03,0,0.1,0.03,0,0,0,0,837,866,29,849.205980066445,6.65655554177154,44.3097316806895,0.783856413876255,32153.208338,35161.049445,35161.049445,34626.878969,"""809m Polop"""
884,NB-4-7,Polop,0.021351,140.508641281439,3,0,0,2,0,0,0,1,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0.15,50,0.7,0.35,75,0.5,0.25,75,0.3,0.15,50,0,0,0,846,869,23,858.288372093023,7.65479662064058,58.5959113033705,0.891867683349081,32236.161261,35240.184234,35240.184234,34706.379869,"""809m Polop"""
885,SA-3-1,Polop,0.013244,75.5058894593778,1,0,0,1,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.1,0.08,50,0.1,0.08,50,0.1,0.08,0,0,0,0,854,859,5,857.06015037594,1.82200170224181,3.31969020297205,0.212587378078727,31803.229082,35161.399374,35161.399374,34604.410962,"""809m Polop"""
887,SA-4-2,Polop,0.034877,745.476961894658,26,7,0.27,16,5,3,2,0,2,0,18,8,2,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0.75,0.7,0.53,90,0.9,0.68,90,0.5,0.38,75,0.3,0.23,50,0,0,0,846,861,15,853.355113636364,3.05750324995557,9.3483261234889,0.358292017133028,31529.454824,34859.921437,34859.921437,34304.298496,"""809m Polop"""
893,SA-8-4,Polop,0.020923,95.5885867227453,2,0,0,2,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.1,0.08,50,0.1,0.08,50,0.1,0.08,0,0,0,0,805,829,24,811.48309178744,7.84071216487793,61.4767672524648,0.966220029009764,31041.124916,34059.193425,34059.193425,33522.725267,"""809m Polop"""
894,SA-9-1,Polop,0.011741,340.686483263776,4,0,0,2,0,0,2,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.27,75,0.1,0.09,50,0.1,0.09,50,0.7,0.63,90,0.5,0.45,50,766,769,3,767.132231404959,1.23276313141705,1.51970493818118,0.160697606090585,30950.447998,33784.488013,33784.488013,33259.843805,"""809m Polop"""
895,SA-9-2,Polop,0.024966,240.326844508532,6,0,0,4,0,0,2,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.3,0.23,50,0.1,0.08,50,0.1,0.08,50,0.1,0.08,0,0,0,0,767,805,38,774.586345381526,11.3637190540839,129.13411074015,1.46706937474952,30901.113558,33759.701551,33759.701551,33233.371444,"""809m Polop"""
896,SA-9-3,Polop,0.034667,28.8458764819569,1,1,1,1,0,0,0,0,0,0,1,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,767,861,94,796.627167630058,21.85705694325,477.730938220472,2.74369966671788,30837.954228,33723.428887,33723.428887,33195.242834,"""809m Polop"""
897,SB-10-1,Polop,0.058701,732.525851348359,43,5,0.12,32,1,0,10,0,52,0,42,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.75,0.5,0.38,75,0.5,0.38,75,0.5,0.38,75,0.7,0.53,90,0.5,0.38,50,829,845,16,838.556325823224,4.08455250540828,16.683569169437,0.487093398454589,31359.230895,34592.326319,34592.326319,34042.595772,"""809m Polop"""
